id	fin_name	eng_name	category	word_class	aaltoprod	aalto85	cslb	mcrae	vinson	cmu	w2v_fin	w2v_eng	homonym_fin	homonym_eng	COMMENT
147	rintaliivit	bra	clothing	noun			bra	bra		bra	rinta#liivit	bra			
148	rannekoru	bracelet	clothing	noun			bracelet	bracelet		bracelet	ranne#koru	bracelet			
149	aivot	brain	bodypart	noun						brain	aivot	brain			
150	jarru	brake	tool	noun						brake	jarru	brake			
151	haara	branch	abstract	noun						branch	haara	branch			category
152	brandy	brandy	drink	noun			brandy				brandy	brandy			
153	leipä	bread	food	noun			bread	bread		bread	leipä	bread			
154	tauko	break	abstract	noun	tauko	tauko					tauko	break			
155	aamiainen	breakfast	food	noun						breakfast	aamiainen	breakfast			
156	rinta	breast	bodypart	noun						breast	rinta	breast			
157	hengitys	breath	action	noun						breath	hengitys	breath			
158	tuulahdus	breeze	nature	noun						breeze	tuulahdus	breeze			
159	tiili	brick	artifact	noun			brick	brick		brick	tiili	brick			
160	silta	bridge	place	noun	silta	silta	bridge	bridge		bridge	silta	bridge			
161	salkku	briefcase	accessory	noun						briefcase	salkku	briefcase			
162	parsakaali	broccoli	vegetable	noun	parsakaali		broccoli	broccoli	BROCCOLI_object	broccoli	parsa#kaali	broccoli			
163	mainos	brochure	text	noun			brochure				mainos	brochure			
164	pronssi	bronze	material	noun	pronssi						pronssi	bronze			
165	luuta	broom	tool	noun	luuta		broom	broom	BROOM_object	broom	luuta	broom			
166	harja	brush	tool	noun	harja		brush	brush	BRUSH_object	brush	harja	brush			
167	harjata	brush	action	verb					BRUSH_actionV		harjata				
168	ruusukaali	brussel_sprouts	vegetable	noun			brussel_sprouts				ruusu#kaali	brussel_sprouts			
169	kupla	bubble	other	noun						bubble	kupla	bubble			
170	ämpäri	bucket	container	noun			bucket	bucket		bucket	ämpäri	bucket			
171	solki	buckle	clothing	noun			buckle	buckle			solki	buckle			
172	undulaatti	budgie	bird	noun			budgie	budgie			undulaatti	budgie			
173	puhveli	buffalo	animal	noun			buffalo	buffalo		buffalo	puhveli	buffalo			
175	rakennus	building	place	noun				building		building	rakennus	building			
176	sonni	bull	animal	noun				bull		bull	sonni	bull			
177	puskutraktori	bulldozer	vehicle	noun						bulldozer	pusku#traktori	bulldozer			
178	luoti	bullet	weapon	noun			bullet	bullet		bullet	luoti	bullet			
179	puskuri	bumper	artifact	noun						bumper	puskuri	bumper			or vehicle
180	bungalow	bungalow	place	noun				bungalow			bungalow	bungalow			
181	virasto	bureau	place	noun				bureau			virasto	bureau			
182	poltin	burner	appliance	noun						burner	poltin	burner			
183	bussi	bus	vehicle	noun	bussi	bussi	bus	bus	BUS_object	bus	bussi	bus			
184	puska	bush	plant	noun						bush	puska	bush			
185	voi	butter	food	noun			butter			butter	voi	butter			
186	leinikki	buttercup	plant	noun			buttercup				leinikki	buttercup			
187	perhonen	butterfly	insect	noun			butterfly	butterfly		butterfly	perhonen	butterfly			
188	pakara	buttocks	bodypart	noun						buttocks	pakara	buttocks			
189	nappi	button	tool	noun			button			button	nappi	button			
191	kaali	cabbage	vegetable	noun	kaali		cabbage	cabbage		cabbage	kaali	cabbage			
192	hytti	cabin	place	noun				cabin		cabin	hytti	cabin			ambiguous  translation (matkustamo, hytti tms)
193	vaatehuone	cabinet	place	noun				cabinet			vaate#huone	cabinet			
194	kaktus	cactus	plant	noun						cactus	kaktus	cactus			
195	kahvila	cafe	place	noun						cafe	kahvila	cafe			
196	häkki	cage	place	noun			cage	cage		cage	häkki	cage			
197	kakku	cake	food	noun			cake	cake		cake	kakku	cake			
198	laskin	calculator	appliance	noun						calculator	laskin	calculator			
199	vasikka	calf	animal	noun			calf	calf		calf	vasikka	calf			
200	kameli	camel	animal	noun	kameli		camel	camel	CAMEL_object	camel	kameli	camel			
201	kamera	camera	appliance	noun			camera			camera	kamera	camera			
202	aluspaita	camisole	clothing	noun				camisole			alus#paita	camisole			
203	leiri	camp	place	noun	leiri					camp	leiri	camp			
204	tölkinavaaja	can_opener	tool	noun			can_opener				tölkki#avaaja	opener			doesn't have a good match, alternative tin_cans  
205	kanaali	canal	place	noun						canal	kanaali	canal			
206	kanarialintu	canary	bird	noun			canary	canary			kanarialintu	canary			
207	syöpä	cancer	medicine	noun						cancer	syöpä	cancer			
208	kynttilä	candle	artifact	noun			candle	candle		candle	kynttilä	candle			
209	karkki	candy	food	noun						candy	karkki	candy			
210	tykki	cannon	weapon	noun	tykki		cannon	cannon		cannon	tykki	cannon			
211	kanootti	canoe	vehicle	noun			canoe	canoe			kanootti	canoe			
212	verkkomeloni	cantaloupe	fruit	noun				cantaloupe			verkko#meloni	cantaloupe			
213	kantiini	canteen	place	noun						canteen	kantiini	canteen			
214	kansi	cap	tool	noun				cap_(bottle)			kansi				homonym
215	lippalakki	cap	clothing	noun			cap	cap_(hat)			lippa#lakki	cap			homonym
216	hartiaviitta	cape	clothing	noun			cape	cape			viitta	cape			
217	capitol	capitol	place	noun						capitol	capitol	capitol			
218	auto	car	vehicle	noun	auto	auto	car	car	CAR_object	car	auto	car			
219	matkailuauto	caravan	vehicle	noun			caravan				matkailu#auto	caravan			
220	kortti	card	text	noun	kortti			card_(greeting)		card	kortti	card			
221	karibu	caribou	animal	noun				caribou			karibu	caribou			
222	tarhaneilikka	carnation	plant	noun			carnation			carnation	neilikka	carnation			
223	karppi	carp	waterlife	noun			carp				karppi	carp			
224	kokolattiamatto	carpet	furniture	noun				carpet		carpet	koko#lattia#matto	carpet			
225	vaunu	carriage	vehicle	noun	vaunu		carriage				vaunu	carriage			
226	porkkana	carrot	vegetable	noun	porkkana		carrot	carrot	CARROT_object	carrot	porkkana	carrot			
227	ostoskärry	cart	vehicle	noun			cart	cart			ostoskärry	cart			
228	kartonki	carton	tool	noun						carton	kartonki	carton			
229	käteinen	cash	other	noun						cash	käteinen	cash			
230	kipsi	cast	medicine	noun						cast	kipsi	cast			
231	kastanjetit	castenets	instrument	noun			castenets				kastanjetit	castanets			
232	linna	castle	place	noun	linna	linna	castle				linna	castle			
233	kissa	cat	animal	noun	kissa	kissa	cat	cat	CAT_object	cat	kissa	cat			
234	katalogi	catalogue	text	noun			catalogue				katalogi	Catalogue			ambiguous category
235	katapultti	catapault	weapon	noun			catapault	catapult			katapultti	catapault			
236	perhosentoukka	caterpillar	insect	noun			caterpillar	caterpillar		caterpillar	perhosen#toukka	caterpillar			
237	monni	catfish	waterlife	noun				catfish			monni	catfish			
238	katedraali	cathedral	place	noun				cathedral			katedraali	cathedral			
239	karja	cattle	animal	noun						cattle	karja	cattle			
240	kukkakaali	cauliflower	vegetable	noun	kukkakaali		cauliflower	cauliflower	CAULIFLOWER_object	cauliflower	kukka#kaali	cauliflower			
241	luola	cave	nature	noun						cave	luola	cave			
242	cd	cd	artifact	noun						cd	cd	cd			
243	setri	cedar	plant	noun				cedar			setri	cedar			
244	sisäkatto	ceiling	furniture	noun						ceiling	sisä#katto	ceiling			
245	selleri	celery	vegetable	noun	selleri		celery	celery	CELERY_object	celery	selleri	celery			
246	kellari	cellar	place	noun				cellar			kellari	cellar			
247	sello	cello	instrument	noun			cello	cello			sello	cello			
248	kännykkä	cellphone	appliance	noun						cellphone	kännykkä	cellphone			
249	sementti	cement	material	noun						cement	sementti	cement			
250	hautausmaa	cemetary	place	noun						cemetary	hautaus#maa	cemetary			
251	juoksujalkainen	centipede	insect	noun			centipede				juoksu#jalkainen	centipede			
252	murot	cereal	food	noun						cereal	muro	cereal			
253	sertifikaatti	certificate	abstract	noun			certificate	certificate		certificate	sertifikaatti	certificate			
254	ketju	chain	tool	noun			chain	chain		chain	ketju	chain			
255	moottorisaha	chainsaw	tool	noun			chainsaw				moottori#saha	chainsaw			
256	tuoli	chair	furniture	noun	tuoli		chair	chair		chair	tuoli	chair			
257	liitu	chalk	tool	noun						chalk	liitu	chalk			
258	shampanja	champagne	drink	noun			champagne				shampanja	champagne			
259	kattokruunu	chandelier	furniture	noun			chandelier	chandelier			katto#kruunu	chandelier			
260	muutos	change	abstract	noun	muutos	muutos					muutos	change			
261	kanava	channel	abstract	noun						channel	kanava	channel			ambiguous category
262	kaaos	chaos	abstract	noun	kaaos						kaaos	chaos			
263	kappeli	chapel	place	noun				chapel		chapel	kappeli	chapel			
264	poski	cheek	bodypart	noun						cheek	poski	cheek			
265	juusto	cheese	food	noun			cheese	cheese		cheese	juusto	cheese			
266	gepardi	cheetah	animal	noun			cheetah	cheetah			gepardi	cheetah			
267	kirsikka	cherry	fruit	noun	kirsikka		cherry	cherry	CHERRY_object	cherry	kirsikka	cherry			
268	lipasto	chest_of_drawers	furniture	noun			chest_of_drawers				lipasto	drawers			
269	kastanja	chestnut	plant	noun			chestnut			chestnut	kastanja	chestnut			
270	tiainen	chickadee	bird	noun				chickadee			tiainen	chickadee			
271	kananpoika	chicken	bird	noun			chicken	chicken		chicken	kanan#poika	chicken			
272	lapsi	child	person	noun	lapsi	lapsi				child	lapsi	child			
273	savupiippu	chimney	furniture	noun						chimney	savu#piippu	chimney			
274	simpanssi	chimp	animal	noun				chimp			simpanssi	chimp			
275	leuka	chin	bodypart	noun						chin	leuka	chin			
276	siru	chip	artifact	noun						chip	siru	chip			
277	maaorava	chipmunk	animal	noun			chipmunk	chipmunk			maa#orava	chipmunk			
278	taltta	chisel	tool	noun			chisel	chisel	CHISEL_object	chisel	taltta	chisel			
279	suklaa	chocolate	food	noun			chocolate			chocolate	suklaa	chocolate			
280	syömäpuikot	chopsticks	tool	noun						chopsticks	syömäpuikko	chopsticks			
281	kirkko	church	place	noun	kirkko	kirkko		church		church	kirkko	church			
282	siideri	cider	food	noun			cider			cider	siideri	cider			
283	sikari	cigar	food	noun			cigar	cigar		cigar	sikari	cigar			
284	savuke	cigarette	food	noun			cigarette	cigarette		cigarette	savuke	cigarette			
285	kaneli	cinnamon	food	noun						cinnamon	kaneli	cinnamon			
286	sirkus	circus	social	noun						circus	sirkus	circus			
287	kaupunki	city	place	noun						city	kaupunki	city			
288	simpukka	clam	waterlife	noun			clam	clam		clam	simpukka	clam			
289	puristin	clamp	tool	noun			clamp	clamp			puristin	clamp			
290	klarinetti	clarinet	instrument	noun			clarinet	clarinet			klarinetti	clarinet			
291	jyrkänne	cliff	nature	noun						cliff	jyrkänne	cliff			
292	leikepöytä	clipboard	tool	noun						clipboard	leike#pöytä	clipboard			
294	kello	clock	appliance	noun			clock	clock		clock	kello	clock			
295	komero	closet	furniture	noun				closet		closet	komero	closet			
296	kangas	cloth	material	noun						cloth	kangas	cloth			
297	vaatteet	clothes	clothing	noun						clothes	vaate	clothes			
298	vaatetus	clothing	clothing	noun						clothing	vaatetus	clothing			
299	pilvi	cloud	nature	noun	pilvi	pilvi				cloud	pilvi	cloud			
300	apila	clover	plant	noun						clover	apila	clover			
301	klubi	club	social	noun			club			club	klubi	club			
302	linja-auto	coach	vehicle	noun			coach_(vehicle)				linja-auto	coach			
303	takki	coat	clothing	noun	takki		coat	coat	COAT_object	coat	takki	coat			
304	rannikko	coast	nature	noun						coast	rannikko	coast			
305	kukonpoika	cockerel	bird	noun			cockerel				kukon#poika	cockerel			
306	ohjaamo	cockpit	place	noun						cockpit	ohjaamo	cockpit			
307	torakka	cockroach	insect	noun			cockroach	cockroach		cockroach	torakka	cockroach			
308	cocktail	cocktail	drink	noun						cocktail	cocktail	cocktail			
309	kookos	coconut	fruit	noun			coconut	coconut			kookos	coconut			
310	turska	cod	waterlife	noun			cod	cod			turska	cod			
311	kodeiini	codeine	medicine	noun			codeine				kodeiini	codeine			
312	kahvi	coffee	food	noun			coffee			coffee	kahvi	coffee			
313	kahvinkeitin	coffee_machine	appliance	noun			coffee_machine				kahvin#keitin	coffeemaker			
314	kahvikannu	coffee_pot	container	noun			coffee_pot				kahvi#kannu				
315	arkku	coffin	container	noun			coffin			coffin	arkku	coffin			
316	kolikko	coin	artifact	noun			coin	coin		coin	kolikko	coin			
317	kola	cola	drink	noun						cola	kola	cola			
318	lävikkö	colander	tool	noun			colander	colander			lävikkö	colander			
319	kaulus	collar	clothing	noun						collar	kaulus	collar			
320	korkeakoulu	college	place	noun						college	korkeakoulu	college			
321	sarake	column	abstract	noun						column	sarake	column			
322	kampa	comb	tool	noun	kampa	kampa	comb	comb	COMB_object	comb	kampa	comb			
323	yhteisö	community	social	noun	yhteisö						yhteisö	community			
324	tietokone	computer	appliance	noun						computer	tieto#kone	computer			
325	konsertti	concert	social	noun	konsertti						konsertti	concert			
326	maanosa	continent	place	noun						continent	maan#osa	continent			
327	cookie	cookie	food	noun						cookie	cookie	cookie			
328	johto	cord	appliance	noun						cord	johto	cord			
329	korkki	cork	artifact	noun			cork	cork		cork	korkki	cork			
330	korkkiruuvi	corkscrew	tool	noun			corkscrew	corkscrew			korkki#ruuvi	corkscrew			
331	maissi	corn	food	noun	maissi		corn	corn	CORN_object	corn	maissi	corn			
332	eteinen	corridor	place	noun						corridor	eteinen	corridor			
333	mökki	cottage	place	noun				cottage		cottage	mökki	cottage			
334	puuvilla	cotton	material	noun						cotton	puu#villa	cotton			
335	sohva	couch	furniture	noun				couch		couch	sohva	couch			
336	puuma	cougar	animal	noun				cougar			puuma	cougar			
337	yskiä	cough	action	verb					COUGH_actionV		yskiä	cough			
338	keittiötaso	countertop	furniture	noun						countertop	keittiö#taso	countertop			
339	kesäkurpitsa	courgette	vegetable	noun			courgette	zucchini			kesä#kurpitsa	courgette			
340	oikeus	court	place	noun						court	oikeus	court			
341	lehmä	cow	animal	noun	lehmä		cow	cow	COW_object	cow	lehmä	cow			
342	kojootti	coyote	animal	noun				coyote			kojootti	coyote			
343	taskurapu	crab	waterlife	noun			crab	crab			tasku#rapu	crab			
344	kehto	cradle	furniture	noun			cradle			cradle	kehto	cradle			
345	karpalo	cranberry	fruit	noun				cranberry		cranberry	karpalo	cranberry			
346	kurki	crane	bird	noun			crane_(bird)				kurki				homonym
347	nostokurki	crane	vehicle	noun			crane_(equipment)	crane_(machine)			nosto#kurki	crane			homonym
348	rapu	crayfish	waterlife	noun			crayfish				rapu	crayfish			
349	väriliitu	crayon	toy	noun			crayon	crayon		crayon	väri#liitu	crayon			
350	kerma	cream	food	noun						cream	kerma	cream			
351	olio	creature	person	noun	olio						olio	creature			
352	laulukaskas	cricket	insect	noun			cricket			cricket	laulu#kaskas	cricket			ambiguous
353	krokotiili	crocodile	animal	noun			crocodile	crocodile		crocodile	krokotiili	crocodile			
354	varsijousi	crossbow	weapon	noun			crossbow	crossbow			varsi#jousi	crossbow			
355	varis	crow	bird	noun				crow		crow	varis	crow			
356	sorkkarauta	crowbar	tool	noun			crowbar	crowbar			sorkka#rauta	crowbar			
357	ihmisjoukko	crowd	social	noun						crowd	ihmis#joukko	crowd			
358	kruunu	crown	accessory	noun				crown		crown	kruunu	crown			
359	muru	crumb	food	noun						crumb	muru	crumb			
360	itkeä	cry	action	verb					CRY_actionV		itkeä	cry			
361	kristalli	crystal	material	noun						crystal	kristalli	crystal			
362	kurkku	cucumber	vegetable	noun	kurkku		cucumber	cucumber	CUCUMBER_object	cucumber	kurkku	cucumber			
363	kuppi	cup	tool	noun			cup	cup		cup	kuppi	cup			
364	kaappi	cupboard	furniture	noun			cupboard	cupboard		cupboard	kaappi	cupboard			
365	reunakiveys	curb	artifact	noun						curb	reuna#kiveys	curb			
366	herukka	currant	fruit	noun			currant				herukka	currant			
367	verhot	curtains	furniture	noun				curtains			verho	curtains			
368	sohvatyyny	cushion	furniture	noun			cushion	cushion			sohva#tyyny	cushion			
369	leikata	cut	action	noun					CUT_actionV		leikata	cut			
370	leikkuulauta	cutting_board	tool	noun			cutting_board				leikkuu#lauta	chopping_block			
371	symbaali	cymbal	instrument	noun			cymbal				symbaali	cymbal			
372	narsissi	daffodil	plant	noun			daffodil				narsissi	daffodil			
373	tikari	dagger	weapon	noun			dagger	dagger	DAGGER_object	dagger	tikari	dagger			
374	päivänkakkara	daisy	plant	noun			daisy			daisy	päivän#kakkara	daisy			
375	tanssi	dance	sport	noun						dance	tanssi	dance			noun & verb
376	voikukka	dandelion	plant	noun			dandelion	dandelion		dandelion	voi#kukka	dandelion			
377	hilse	dandruff	medicine	noun						dandruff	hilse	dandruff			
379	taateli	dates	fruit	noun			dates				taateli	dates			
380	tytär	daughter	person	noun	tytär						tytär	daughter			
381	pakka	deck	toy	noun						deck	pakka	deck			ambiguous
382	kansituoli	deckchair	furniture	noun			deckchair				kansi#tuoli	deckchair			
383	kauris	deer	animal	noun			deer	deer		deer	kauris	deer			
384	demokratia	democracy	abstract	noun	demokratia	demokratia					demokratia	democracy			
385	lommo	dent	other	noun						dent	lommo	dent			
386	deodorantti	deodorant	medicine	noun						deodorant	deodorantti	deodorant			
387	työpöytä	desk	furniture	noun			desk	desk		desk	työ#pöytä	desk			
388	timantti	diamond	material	noun						diamond	timantti	diamond			
389	vaippa	diaper	medicine	noun						diaper	vaippa	diaper			
390	nopat	dice	toy	noun			dice				noppa	dice			
391	sanakirja	dictionary	text	noun			dictionary			dictionary	sanakirja	dictionary			ambiguous
392	kymmensenttinen	dime	artifact	noun						dime	kymmen#senttinen	dime			
393	ulottuvuus	dimension	abstract	noun	ulottuvuus						ulottuvuus	dimension			
394	jolla	dinghy	vehicle	noun			dinghy				jolla	dinghy			
395	päivällinen	dinner	food	noun						dinner	päivällinen	dinner			
396	dinosaurus	dinosaur	animal	noun						dinosaur	dinosaurus	dinosaur			
397	lika	dirt	material	noun						dirt	lika	dirt			
398	tauti	disease	medicine	noun						disease	tauti	disease			
399	astia	dish	container	noun				dish			astia	dish			ambiguous
400	tiskikone	dishwasher	furniture	noun			dishwasher	dishwasher			tiski#kone	dishwasher			
401	desinfiointiaine	disinfectant	medicine	noun						disinfectant	desinfiointi#aine	disinfectant			
402	oja	ditch	place	noun						ditch	oja	ditch			
403	sukeltaa	dive	action	verb					DIVE_actionV		sukeltaa	dive			
404	telakka	dock	place	noun						dock	telakka	dock			
405	koira	dog	animal	noun	koira	koira	dog	dog	DOG_object	dog	koira	dog			
406	nukke	doll	toy	noun			doll	doll		doll	nukke	doll			
407	dollari	dollar	other	noun						dollar	dollari	dollar			
408	delfiini	dolphin	waterlife	noun			dolphin	dolphin		dolphin	delfiini	dolphin			
409	kupoli	dome	other	noun						dome	kupoli	dome			
410	aasi	donkey	animal	noun	aasi		donkey	donkey	DONKEY_object	donkey	aasi	donkey			
411	ovi	door	furniture	noun	ovi			door		door	ovi	door			
412	ovenkahva	doorknob	artifact	noun			doorknob	doorknob			oven#kahva	doorknob			
413	oviaukko	doorway	furniture	noun						doorway	ovi#aukko	doorway			
414	täplä	dot	other	noun						dot	täplä	dot			
415	donitsi	doughnut	food	noun			doughnut			doughnut	donitsi	donut			
416	kyyhky	dove	bird	noun			dove	dove			kyyhky	dove			
417	sudenkorento	dragonfly	insect	noun			dragonfly				suden#korento	dragonfly			
418	viemäri	drain	furniture	noun				drain		drain	lattia#kaivo	drain			noun & verb
420	piirtää	draw	action	verb					DRAW_actionV		piirtää	draw			
421	haave	dream	abstract	noun	haave						haave				noun & verb
422	uni	dream	abstract	noun	uni						uni	dream			noun & verb
423	mekko	dress	clothing	noun	mekko		dress	dress	DRESS_object	dress	mekko	dress			noun & verb
424	astiakaappi	dresser	furniture	noun			dresser	dresser		dresser	astia#kaappi	dresser			
425	aamutakki	dressing gown	clothing	noun			dressing_gown				aamu#takki	dressing_gown			
426	pora	drill	tool	noun	pora	pora	drill	drill			pora	drill			noun & verb
427	porata	drill	action	verb					DRILL_actionV		porata				noun & verb
428	juoda	drink	action	verb					DRINK_actionV	drink	juoda	drink			noun & verb
429	ajaa	drive	action	verb					DRIVE_actionV		ajaa	drive			
430	ajotie	driveway	place	noun						driveway	piha#tie	driveway			
431	huume	drug	medicine	noun						drug	huume	drug			
432	rumpu	drum	instrument	noun			drum	drum		drum	rumpu	drum			
433	ankka	duck	bird	noun	ankka	ankka	duck	duck	DUCK_object	duck	ankka	duck			
434	jäteastia	dumpster	container	noun						dumpster	jäte#astia	dumpster			
435	rantamönkijä	dunebuggy	vehicle	noun				dunebuggy			mönkijä	dune_buggy			Translation?
436	pöly	dust	material	noun						dust	pöly	dust			
437	rikkalapio	dustpan	tool	noun					DUSTPAN_object		rikka#lapio	dustpan			
438	kotka	eagle	bird	noun	kotka	kotka	eagle	eagle		eagle	kotka	eagle			
439	korva	ear	bodypart	noun	korva	korva	ear		EAR_object	ear	korva	ear			
440	kuulonsuojaimet	earmuffs	accessory	noun			earmuffs	earmuffs			kuulo#suojain	earmuffs			category
441	kuulokkeet	earphones	appliance	noun						earphones	kuuloke	earphones			category
442	korvatulpat	earplugs	accessory	noun						earplugs	korva#tulppa	earplugs			category
443	korvakoru	earring	accessory	noun						earring	korva#koru	earring			
444	maapallo	earth	nature	noun	maapallo					earth	maa#pallo	earth			
445	kastemadot	earthworm	insect	noun						earthworms	kaste#mato	earthworm			
446	syödä	eat	action	verb					EAT_actionV		syödä	eat			
447	koulutus	education	abstract	noun	koulutus						koulutus	education			
448	ankerias	eel	waterlife	noun			eel	eel			ankerias	eel			
449	muna	egg	food	noun						egg	muna	egg			
450	kyynärpää	elbow	bodypart	noun						elbow	kyynärpää	elbow			
451	norsu	elephant	animal	noun	norsu		elephant	elephant	ELEPHANT_object	elephant	norsu	elephant			
452	hissi	elevator	vehicle	noun				elevator		elevator	hissi	elevator			
453	vapiti	elk	animal	noun				elk			vapiti	elk			
454	jalava	elm	plant	noun			elm				jalava	elm			
455	smaragdi	emerald	material	noun				emerald			smaragdi	emerald			
456	emu	emu	bird	noun			emu	emu			emu	emu			
457	tietosanakirja	encyclopaedia	text	noun			encyclopaedia			encyclopedia	tieto#sanakirja	encyclopaedia			
458	loppu	end	abstract	noun	loppu						loppu	end			
459	veturi	engine	vehicle	noun	veturi					engine	veturi	engine			
460	sisäänkäynti	entrance	furniture	noun						entrance	sisäänkäynti	entrance			
461	kirjekuori	envelope	text	noun			envelope	envelope		envelope	kirje#kuori	envelope			
462	purkaus	eruption	abstract	noun	purkaus	purkaus					purkaus	eruption			
463	liukuportaat	escalator	vehicle	noun				escalator			liuku#portaat	escalator			
464	essee	essay	abstract	noun						essay	essee	essay			
465	eukalyptus	eucalyptus	plant	noun			eucalyptus				eukalyptus	eucalyptus			
466	tapahtuma	event	social	noun	tapahtuma						tapahtuma	event			
467	todiste	evidence	abstract	noun	todiste	todiste					todiste	evidence			
468	kokemus	experience	abstract	noun	kokemus	kokemus					kokemus	experience			
469	koe	experiment	abstract	noun	koe						koe	experiment			
470	ilme	expression	action	noun	ilme	ilme					ilme	expression			
471	silmä	eye	bodypart	noun	silmä	silmä	eye		EYE_object	eye	silmä	eye			
472	kulmakarva	eyebrow	bodypart	noun						eyebrow	kulma#karva	eyebrow			
473	silmäripsi	eyelash	bodypart	noun						eyelash	silmä#ripsi	eyelash			
474	tekstiili	fabric	material	noun						fabric	tekstiili	fabric			
475	kasvot	face	bodypart	noun					FACE_object	face	kasvot	face			
476	tehdas	factory	place	noun	tehdas	tehdas				factory	tehdas	factory			
477	kohtalo	faith	abstract	noun	kohtalo	kohtalo					kohtalo	faith			
478	jalohaukka	falcon	bird	noun			falcon	falcon			jalohaukka	falcon			
479	tuuletin	fan	appliance	noun				fan_(appliance)		fan	tuuletin	fan			
480	maatila	farm	place	noun						farm	maa#tila	farm			
481	rasva	fat	medicine	noun						fat	rasva	fat			category
482	isä	father	person	noun	isä						isä	father			
483	kraana	faucet	furniture	noun				faucet			kraana	faucet			
484	vasa	fawn	animal	noun				fawn			vasa	fawn			
485	höyhen	feather	material	noun						feather	höyhen	feather			
487	naaras	female	abstract	noun	naaras						naaras	female			
488	aita	fence	furniture	noun	aita		fence	fence		fence	aita	fence			
489	saniainen	fern	plant	noun			fern				saniainen	fern			
490	autolautta	ferry	vehicle	noun			ferry				auto#lautta	ferry			
491	filmi	film	text	noun						film	filmi	film			
492	peippo	finch	bird	noun				finch			peippo	finch			
493	sormi	finger	bodypart	noun	sormi	sormi	finger		FINGER_object	finger	sormi	finger			
494	sormenkynsi	fingernail	bodypart	noun						fingernail	kynsi	fingernail			
495	jalokuusi	fir	plant	noun			fir				jalokuusi	fir			
496	tuli	fire	nature	noun	tuli	tuli				fire	tuli	fire			
497	tulisija	fireplace	furniture	noun						fireplace	tuli#sija	fireplace			
498	kala	fish	waterlife	noun					FISH_object	fish	kala	fish			
499	lippu	flag	artifact	noun						flag	lippu	flag			
500	lipputanko	flagpole	artifact	noun						flagpole	lippu#tanko	flagpole			
501	liekki	flame	nature	noun						flame	liekki	flame			
502	flamingo	flamingo	bird	noun			flamingo	flamingo			flamingo	flamingo			
503	flanelli	flannel	material	noun			flannel			flannel	flanelli	flannel			
504	taskulamppu	flashlight	appliance	noun						flashlight	tasku#lamppu	flashlight			
505	kirppu	flea	insect	noun			flea	flea		flea	kirppu	flea			
507	varvassandaalit	flip-flops	clothing	noun			flip_flops				varvas#sandaali	flip_flops			
508	lattia	floor	furniture	noun						floor	lattia	floor			
509	hammaslanka	floss	artifact	noun						floss	hammas#lanka	floss			
510	kampela	flounder	waterlife	noun			flounder				kampela	flounder			
511	jauho	flour	food	noun			flour			flour	jauho	flour			
512	kukka	flower	plant	noun						flower	kukka	flower			
513	huilu	flute	instrument	noun			flute	flute		flute	huilu	flute			
514	lentää	flying	action	verb					FLY_actionV	fly	lentää	flying			noun & verb
515	sumu	fog	nature	noun						fog	sumu	fog			
516	ruoka	food	food	noun						food	ruoka	food			
517	jalkaterä	foot	bodypart	noun			foot			foot	jalka#terä	foot			
518	jalkapallo	football	sport	noun			football	football		football	jalka#pallo	football			
519	otsa	forehead	bodypart	noun						forehead	otsa	forehead			
520	metsä	forest	nature	noun						forest	metsä	forest			
521	haarukka	fork	tool	noun	haarukka		fork	fork	FORK_object	fork	haarukka	fork			
522	kettu	fox	animal	noun	kettu		fox	fox	FOX_object	fox	kettu	fox			
523	kehys	frame	artifact	noun						frame	kehys	frame			
524	pisamat	freckles	bodypart	noun						freckles	pisama	freckles			
525	vapaus	freedom	abstract	noun	vapaus	vapaus					vapaus	freedom			
526	pakastin	freezer	furniture	noun				freezer		freezer	pakastin	freezer			
527	käyrätorvi	french horn	instrument	noun			french_horn				käyrätorvi	french_horn			
528	kitka	friction	abstract	noun	kitka	kitka					kitka	friction			
529	ystävä	friend	person	noun	ystävä						ystävä	friend			
530	ranskanperunat	fries	food	noun						fries	ranskis	fries			The colloquialism for the word
531	frisbee	frisbee	sport	noun			frisbee			frisbee	frisbee	frisbee			
532	sammakko	frog	animal	noun			frog	frog		frog	sammakko	frog			
533	kurtistaa kulmiaan	frown	action	verb					FROWN_actionV		paheksua	frown			
534	hedelmä	fruit	fruit	noun						fruit	hedelmä	fruit			
535	kinuski	fudge	food	noun						fudge	kinuski	fudge			
536	polttoaine	fuel	material	noun	polttoaine					fuel	poltto#aine	fuel			
537	rahoitus	funding	abstract	noun	rahoitus						rahoitus	funding			
538	turkki	fur	clothing	noun						fur	turkki	fur			
539	huonekalu	furniture	furniture	noun						furniture	huone#kalu	furniture			
540	galleria	gallery	place	noun						gallery	galleria	gallery			
541	gallona	gallon	abstract	noun						gallon	gallona	gallon			
542	jengi	gang	social	noun						gang	jengi	gang			
543	autotalli	garage	place	noun				garage			auto#talli	garage			
544	jäte	garbage	material	noun						garbage	jäte	garbage			
545	puutarha	garden	place	noun						garden	puu#tarha	garden			
546	valkosipuli	garlic	vegetable	noun			garlic	garlic		garlic	valko#sipuli	garlic			
547	kaasu	gas	material	noun	kaasu					gas	kaasu	gas			
548	portti	gate	furniture	noun	portti		gate	gate		gate	portti	gate			
549	gaselli	gazelle	animal	noun						gazelle	gaselli	gazelle			
550	vaihde	gear	abstract	noun	vaihde						vaihde	gear			
